,winner,gameDuration,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,t1_towerKills,t1_inhibitorKills,t1_baronKills,t1_dragonKills,t1_riftHeraldKills,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills
10672,red,2599,blue,red,red,red,blue,nobody,3,0,0,1,0,11,4,2,3,0
10673,red,2397,red,blue,red,red,red,nobody,5,0,0,2,0,10,1,2,2,0
10674,red,2272,blue,blue,red,red,red,red,4,0,0,1,0,9,1,1,3,1
10675,red,1888,red,blue,red,nobody,blue,red,5,0,0,1,0,10,1,0,1,1
10676,blue,2123,blue,red,blue,nobody,blue,nobody,9,3,0,2,0,2,0,0,0,0
10677,red,1615,red,red,red,red,red,blue,4,0,0,0,1,7,1,1,3,0
10678,blue,1495,blue,red,blue,nobody,blue,nobody,7,1,0,2,0,4,0,0,0,0
10679,red,1943,blue,blue,red,blue,blue,nobody,3,0,1,3,0,7,1,0,0,0
10680,blue,1947,blue,blue,blue,blue,blue,nobody,9,3,1,2,0,2,0,0,1,0
10681,blue,1794,blue,red,blue,blue,red,red,6,1,1,1,0,2,0,0,2,1
10682,blue,1880,red,red,blue,blue,blue,red,5,1,1,4,0,4,0,0,0,1
10683,red,2024,red,red,red,blue,red,red,3,0,1,1,0,8,1,0,2,1
10684,red,1921,blue,blue,red,nobody,red,red,2,0,0,1,0,10,2,0,1,1
10685,blue,2129,blue,red,red,blue,blue,nobody,9,2,2,4,0,6,1,0,0,0
10686,red,1862,blue,blue,blue,red,red,blue,7,2,0,0,1,8,1,1,2,0
10687,blue,2051,blue,blue,blue,blue,red,blue,11,4,1,1,1,4,1,0,2,0
10688,red,1951,blue,red,red,red,red,nobody,1,0,0,0,0,10,2,1,4,0
10689,red,1463,red,red,red,red,red,blue,1,0,0,0,1,11,3,1,2,0
10690,red,1985,blue,blue,red,red,red,blue,4,0,0,0,1,9,2,1,4,0
10691,red,1987,red,blue,red,red,red,nobody,3,0,0,0,0,8,2,1,3,0
10692,blue,1508,blue,blue,blue,nobody,red,blue,10,2,0,0,1,1,0,0,1,0
10693,blue,2255,red,blue,blue,nobody,red,nobody,9,3,0,2,0,1,0,0,2,0
10694,red,2105,blue,red,red,red,red,red,1,0,0,1,0,11,3,1,3,1
10695,blue,3000,blue,blue,blue,red,blue,nobody,10,6,2,5,0,7,1,1,0,0
10696,blue,197,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
10697,blue,1847,blue,blue,blue,nobody,blue,red,11,2,0,3,0,1,0,0,0,1
10698,blue,2192,red,blue,blue,blue,red,blue,11,2,1,1,1,2,0,0,2,0
10699,blue,2679,red,blue,red,blue,red,nobody,11,4,1,1,0,7,1,1,3,0
10700,blue,1410,blue,blue,blue,nobody,blue,red,9,2,0,2,0,1,0,0,0,1
10701,blue,1488,blue,blue,nobody,blue,blue,blue,7,0,1,3,1,1,0,0,0,0
10702,blue,2207,blue,blue,blue,blue,blue,nobody,10,2,1,3,0,4,0,0,0,0
10703,blue,1723,blue,blue,blue,nobody,blue,blue,11,3,0,3,1,1,0,0,0,0
10704,blue,2329,blue,blue,red,red,blue,nobody,10,2,1,3,0,7,1,1,1,0
10705,blue,2239,red,red,red,blue,blue,nobody,9,1,1,3,0,8,1,0,0,0
10706,red,2356,blue,red,red,nobody,blue,nobody,2,0,0,2,0,11,3,0,2,0
10707,blue,1396,blue,blue,blue,nobody,blue,blue,10,2,0,1,1,1,0,0,0,0
10708,blue,2040,blue,blue,blue,blue,blue,blue,8,1,1,4,1,3,0,0,0,0
10709,blue,1847,blue,blue,blue,blue,blue,blue,11,4,2,4,1,4,0,0,0,0
10710,red,2070,red,red,red,red,red,nobody,1,0,0,0,0,11,3,1,3,0
10711,red,1837,red,blue,red,red,red,red,3,0,0,0,0,7,1,1,3,1
10712,red,1458,blue,red,red,nobody,red,nobody,2,0,0,0,0,4,1,0,2,0
10713,red,1452,red,red,nobody,nobody,red,red,0,0,0,0,0,5,0,0,2,1
10714,red,1330,red,red,red,nobody,red,red,0,0,0,0,0,11,3,0,2,1
10715,blue,2421,blue,blue,blue,blue,red,nobody,10,4,1,4,0,3,0,1,1,0
10716,blue,1930,blue,red,blue,nobody,red,nobody,7,1,0,0,0,2,0,0,4,0
10717,blue,2088,red,blue,blue,blue,blue,red,8,1,1,2,0,5,0,0,1,1
10718,blue,2517,blue,blue,red,red,blue,nobody,10,2,0,1,0,7,1,2,2,0
10719,red,1707,red,blue,red,red,red,red,4,0,0,0,0,11,4,1,3,1
10720,red,1947,blue,red,red,nobody,red,red,3,0,0,0,0,8,1,0,3,1
10721,blue,1260,blue,blue,nobody,nobody,blue,nobody,5,0,0,1,0,1,0,0,0,0
10722,red,1788,blue,red,red,red,blue,blue,2,0,0,1,1,11,2,1,2,0
10723,red,2233,blue,red,blue,red,blue,nobody,6,1,0,1,0,10,2,2,3,0
10724,blue,2854,red,blue,blue,red,blue,nobody,11,5,2,2,0,4,0,1,0,0
10725,red,2082,red,red,red,blue,red,red,2,0,1,0,0,10,3,0,4,1
10726,red,1692,red,red,red,red,red,red,2,0,0,0,0,11,3,1,2,1
10727,red,1509,red,red,red,red,red,red,1,0,0,1,0,11,3,1,2,1
10728,red,197,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
10729,red,1548,red,blue,red,red,red,blue,2,0,0,0,1,7,1,1,2,0
10730,blue,1426,red,blue,blue,blue,blue,blue,7,2,1,2,1,1,0,0,0,0
10731,red,2731,red,red,red,red,blue,red,8,0,1,3,0,9,2,1,1,1
10732,blue,1786,red,red,nobody,blue,blue,red,6,0,1,3,0,5,0,0,1,1
10733,blue,2290,blue,blue,blue,blue,red,nobody,11,3,1,0,0,1,0,0,1,0
10734,blue,210,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
10735,blue,1435,red,blue,blue,nobody,blue,blue,11,3,0,2,1,0,0,0,0,0
10736,red,1718,blue,red,red,red,red,blue,5,0,0,0,1,10,3,1,3,0
10737,blue,2089,red,blue,blue,blue,red,blue,10,1,2,1,1,3,0,0,3,0
10738,red,2269,red,blue,red,red,blue,blue,4,0,0,3,1,9,2,1,2,0
10739,red,1608,blue,red,red,red,blue,red,1,0,0,1,0,11,3,1,1,1
10740,red,2384,red,red,red,red,red,nobody,2,0,0,0,0,10,3,1,5,0
10741,blue,2143,blue,blue,blue,red,blue,blue,11,4,0,4,1,4,1,2,0,0
10742,blue,914,blue,blue,nobody,nobody,blue,nobody,4,0,0,1,0,1,0,0,0,0
10743,red,1793,blue,red,red,red,red,blue,4,0,0,1,1,11,3,1,2,0
10744,blue,1362,red,blue,blue,nobody,red,nobody,11,3,0,1,0,1,0,0,1,0
10745,red,1310,red,red,red,nobody,red,nobody,2,0,0,0,0,9,1,0,1,0
10746,blue,2781,blue,red,blue,red,blue,red,10,2,1,4,0,6,0,1,1,1
10747,red,1569,blue,red,red,red,red,nobody,0,0,0,0,0,9,2,1,1,0
10748,blue,1646,blue,blue,blue,nobody,blue,red,10,2,0,2,0,3,0,0,0,1
10749,red,1677,blue,red,red,red,red,red,0,0,0,0,0,10,2,1,3,1
10750,blue,2222,blue,red,blue,blue,red,blue,9,1,2,1,1,6,0,0,3,0
10751,blue,1581,blue,blue,blue,nobody,blue,red,10,1,0,3,0,3,0,0,0,1
10752,blue,1538,blue,blue,blue,blue,nobody,nobody,9,2,1,0,0,2,0,0,0,0
10753,red,2241,red,red,red,red,red,blue,5,0,0,1,1,11,2,2,3,0
10754,red,1755,red,red,red,blue,red,red,3,0,1,1,0,8,1,0,2,1
10755,blue,1735,red,blue,blue,blue,red,nobody,6,1,1,0,0,4,0,0,2,0
10756,blue,1286,blue,blue,nobody,nobody,blue,blue,6,0,0,2,1,1,0,0,0,0
10757,blue,1264,red,blue,blue,nobody,nobody,nobody,7,1,0,0,0,1,0,0,0,0
10758,red,2452,red,red,red,red,blue,nobody,3,0,0,1,0,8,3,2,4,0
10759,red,1749,blue,red,red,blue,red,nobody,2,0,1,0,0,10,2,0,3,0
10760,blue,1400,red,red,nobody,nobody,blue,nobody,5,0,0,1,0,2,0,0,0,0
10761,red,2275,red,red,red,red,red,red,5,0,0,1,0,11,4,1,3,1
10762,red,1614,blue,blue,red,red,blue,red,3,0,0,2,0,9,1,1,1,1
10763,blue,1219,blue,blue,blue,nobody,blue,blue,7,1,0,2,1,0,0,0,0,0
10764,red,940,red,blue,nobody,nobody,red,nobody,1,0,0,0,0,3,0,0,1,0
10765,red,2466,red,blue,red,red,red,blue,2,0,0,0,1,11,4,2,4,0
10766,blue,1492,red,blue,blue,nobody,blue,blue,8,2,0,1,1,0,0,0,0,0
10767,blue,1215,blue,blue,blue,nobody,blue,nobody,8,2,0,2,0,0,0,0,0,0
10768,blue,2213,blue,blue,blue,red,red,red,10,4,0,2,0,1,0,1,1,1
10769,red,1974,blue,blue,red,red,blue,nobody,3,0,0,1,0,9,2,1,2,0
10770,red,2737,red,red,red,red,red,red,6,0,0,1,0,8,2,2,4,1
10771,red,1381,red,red,red,red,red,nobody,0,0,0,0,0,11,2,1,2,0
10772,blue,1216,red,blue,nobody,nobody,blue,nobody,4,0,0,1,0,0,0,0,0,0
10773,blue,1819,blue,blue,blue,blue,blue,blue,11,3,1,2,1,1,0,0,1,0
10774,blue,2369,blue,red,blue,red,red,red,10,2,1,3,0,3,0,1,2,1
10775,red,2154,blue,red,nobody,red,red,nobody,4,0,0,1,0,6,0,1,3,0
10776,red,1594,red,red,nobody,nobody,blue,red,0,0,0,2,0,5,0,0,1,1
10777,red,2374,blue,red,red,red,red,nobody,5,0,0,2,0,7,1,1,2,0
10778,blue,1767,blue,blue,blue,blue,red,red,10,2,1,1,0,1,0,0,2,1
10779,blue,1807,blue,blue,blue,blue,blue,blue,11,4,1,3,1,3,0,0,0,0
10780,red,1797,red,red,red,nobody,red,nobody,2,0,0,0,0,8,1,0,3,0
10781,red,2439,blue,blue,blue,red,blue,blue,8,2,0,5,1,11,2,2,0,0
10782,blue,2204,red,red,blue,blue,blue,red,10,2,1,3,0,3,0,0,1,1
10783,red,1471,blue,red,red,red,red,red,0,0,0,0,0,11,3,1,2,1
10784,blue,1679,red,blue,blue,nobody,blue,nobody,11,3,0,2,0,0,0,0,0,0
10785,red,1400,blue,blue,red,nobody,blue,red,1,0,0,1,0,10,2,0,1,1
10786,red,1880,blue,red,red,red,red,red,2,0,0,0,0,10,2,2,3,1
10787,blue,1957,blue,blue,blue,blue,blue,nobody,11,3,1,2,0,4,0,0,0,0
10788,red,1730,red,red,red,red,blue,blue,5,0,0,1,1,9,2,1,2,0
10789,red,2107,blue,red,red,red,red,red,1,0,0,0,0,11,3,2,4,1
10790,red,2260,blue,blue,blue,blue,blue,nobody,10,3,1,3,0,7,1,1,0,0
10791,red,2479,red,red,red,blue,red,red,3,0,1,0,0,9,2,1,4,1
10792,blue,2570,blue,blue,blue,red,blue,nobody,11,2,0,2,0,2,0,1,1,0
10793,blue,2178,blue,blue,blue,nobody,blue,blue,10,3,0,3,1,2,0,0,0,0
10794,blue,1290,blue,blue,blue,nobody,blue,blue,5,1,0,1,1,0,0,0,0,0
10795,red,2478,red,red,red,blue,red,nobody,6,1,1,1,0,9,1,0,3,0
10796,blue,1290,blue,red,blue,nobody,nobody,blue,8,1,0,0,1,4,0,0,0,0
10797,blue,1604,blue,blue,blue,blue,blue,blue,8,2,1,3,1,0,0,0,0,0
10798,red,2051,red,red,red,nobody,red,nobody,0,0,0,0,0,9,2,0,3,0
10799,blue,2197,red,red,blue,red,red,red,7,2,1,2,0,6,0,1,2,1
10800,blue,1642,red,blue,blue,nobody,blue,blue,10,2,0,1,1,1,0,0,0,0
10801,blue,1692,blue,blue,blue,blue,blue,blue,11,3,1,3,1,0,0,0,0,0
10802,blue,1478,red,red,blue,blue,red,blue,9,2,1,1,1,2,0,0,1,0
10803,blue,1374,blue,blue,blue,nobody,blue,blue,7,1,0,1,1,0,0,0,0,0
10804,blue,2631,red,blue,blue,blue,red,nobody,7,2,2,1,0,8,1,0,3,0
10805,red,1426,blue,red,red,nobody,red,nobody,0,0,0,0,0,10,2,0,2,0
10806,red,2107,blue,blue,red,red,blue,blue,6,1,0,3,1,7,1,1,1,0
10807,blue,1600,blue,blue,blue,nobody,red,blue,9,3,0,2,1,1,0,0,1,0
10808,red,927,red,red,red,nobody,red,nobody,0,0,0,0,0,7,1,0,2,0
10809,red,2493,red,blue,blue,red,red,red,7,1,1,0,0,8,1,1,4,1
10810,red,925,red,red,nobody,nobody,red,nobody,0,0,0,0,0,2,0,0,1,0
10811,red,2357,blue,red,red,red,blue,red,3,0,0,1,0,11,3,2,3,1
10812,blue,1948,red,red,blue,blue,red,blue,11,3,2,2,1,3,0,0,2,0
10813,blue,939,blue,blue,nobody,nobody,nobody,nobody,1,0,0,0,0,0,0,0,0,0
10814,red,2472,blue,blue,blue,red,blue,nobody,9,2,0,3,0,8,1,2,1,0
10815,blue,1191,blue,blue,blue,nobody,blue,blue,11,3,0,1,1,0,0,0,0,0
10816,red,1669,red,red,red,nobody,red,blue,1,0,0,0,1,10,2,0,3,0
10817,red,1687,red,blue,red,red,blue,nobody,3,0,0,1,0,10,2,1,2,0
10818,red,1720,red,red,red,red,red,blue,2,0,0,0,1,6,1,1,2,0
10819,red,1961,red,red,red,blue,blue,nobody,1,0,1,2,0,9,2,0,1,0
10820,red,1964,red,red,red,nobody,red,nobody,2,0,0,0,0,11,4,0,3,0
10821,blue,1640,blue,blue,nobody,nobody,blue,blue,7,0,0,3,1,0,0,0,0,0
10822,red,1650,red,red,red,red,blue,red,3,0,0,1,0,9,2,1,2,1
10823,red,1908,blue,red,red,nobody,red,nobody,2,0,0,0,0,8,1,0,2,0
10824,blue,1456,red,red,nobody,nobody,red,red,6,0,0,2,0,2,0,0,1,1
10825,red,1775,red,blue,red,nobody,blue,nobody,1,0,0,2,0,8,1,0,1,0
10826,blue,2948,red,red,blue,blue,red,blue,8,1,1,2,1,5,0,0,2,0
10827,blue,1639,red,blue,blue,blue,red,blue,7,1,1,1,1,2,0,0,2,0
10828,blue,1624,red,blue,blue,nobody,blue,blue,11,3,0,3,1,1,0,0,0,0
10829,blue,1860,blue,blue,blue,nobody,red,red,10,3,0,1,0,1,0,0,1,1
10830,blue,1588,blue,blue,blue,blue,blue,blue,11,2,1,3,1,1,0,0,0,0
10831,red,2091,blue,blue,blue,blue,red,blue,7,1,1,2,1,7,1,1,1,0
10832,red,1402,red,red,red,red,blue,nobody,1,0,0,1,0,8,2,1,1,0
10833,blue,1283,blue,blue,nobody,nobody,blue,nobody,6,0,0,2,0,1,0,0,0,0
10834,red,911,red,red,red,nobody,nobody,nobody,0,0,0,0,0,10,2,0,0,0
10835,blue,2511,red,red,blue,blue,blue,blue,9,1,1,2,1,5,0,0,1,0
10836,blue,1760,red,blue,blue,nobody,blue,blue,11,2,0,2,1,2,0,0,1,0
10837,red,1518,red,red,nobody,nobody,blue,nobody,3,0,0,1,0,6,0,0,1,0
10838,blue,1354,blue,blue,blue,nobody,red,blue,6,1,0,1,1,1,0,0,1,0
10839,blue,2056,blue,blue,blue,blue,blue,blue,11,5,1,5,1,0,0,0,0,0
10840,red,1521,blue,blue,red,red,red,blue,1,0,0,0,1,7,1,1,2,0
10841,red,2363,blue,red,red,red,red,blue,5,0,0,2,1,9,2,1,2,0
10842,red,1878,red,red,red,red,red,blue,4,0,0,1,1,11,3,1,2,0
10843,blue,1472,blue,blue,blue,nobody,blue,nobody,10,2,0,1,0,0,0,0,1,0
10844,blue,1932,red,red,blue,red,blue,red,11,2,0,4,0,3,0,1,0,1
10845,blue,914,blue,blue,nobody,nobody,nobody,nobody,1,0,0,0,0,0,0,0,0,0
10846,red,1570,blue,red,red,red,red,red,2,0,0,0,0,8,2,1,2,1
10847,red,1283,blue,blue,red,nobody,red,red,4,0,0,1,0,8,1,0,1,1
10848,blue,969,red,blue,nobody,nobody,nobody,nobody,3,0,0,0,0,0,0,0,0,0
10849,blue,1632,red,blue,blue,nobody,blue,nobody,11,2,0,2,0,2,0,0,1,0
10850,red,2066,red,red,red,red,red,blue,4,0,0,1,1,10,2,2,3,0
10851,blue,1542,red,blue,blue,blue,blue,red,10,2,1,1,0,3,0,0,0,1
10852,blue,1939,blue,blue,blue,blue,blue,nobody,10,3,1,3,0,2,0,0,0,0
10853,red,2220,red,red,red,red,blue,blue,5,0,0,1,1,10,3,2,2,0
10854,red,1785,blue,red,red,blue,red,red,1,0,1,1,0,8,1,0,2,1
10855,blue,1029,blue,blue,blue,nobody,blue,nobody,6,1,0,1,0,0,0,0,0,0
10856,red,1918,red,red,red,red,red,red,2,0,0,0,0,11,2,1,3,1
10857,blue,1835,red,blue,blue,blue,blue,nobody,8,1,1,2,0,1,0,0,1,0
10858,blue,1815,red,blue,blue,blue,blue,blue,11,4,1,2,1,1,0,0,1,0
10859,red,199,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
10860,red,1867,red,red,red,red,red,red,3,0,0,2,0,10,2,2,2,1
10861,blue,1676,red,blue,blue,nobody,blue,blue,9,1,0,2,1,2,0,0,0,0
10862,blue,1602,red,blue,blue,nobody,blue,nobody,11,3,0,1,0,4,0,0,0,0
10863,blue,2291,red,red,blue,blue,blue,nobody,11,3,1,4,0,6,0,1,0,0
10864,blue,197,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
10865,red,2445,blue,blue,red,red,blue,nobody,4,0,0,1,0,10,2,1,3,0
10866,red,1449,red,red,red,red,red,red,1,0,0,1,0,11,3,1,1,1
10867,red,2145,blue,red,red,red,red,nobody,2,0,0,0,0,10,4,1,2,0
10868,blue,2051,blue,blue,blue,red,blue,nobody,9,4,0,2,0,3,0,1,1,0
10869,red,1210,red,red,red,nobody,red,red,0,0,0,1,0,6,1,0,1,1
10870,red,1827,blue,red,red,nobody,red,nobody,0,0,0,0,0,9,3,0,3,0
10871,red,1601,red,red,red,nobody,red,nobody,2,0,0,0,0,11,3,0,3,0
10872,red,3273,red,red,red,red,red,nobody,3,0,0,0,0,11,3,1,4,0
10873,blue,1805,red,blue,blue,nobody,red,nobody,10,2,0,1,0,2,0,0,2,0
10874,red,1858,red,red,red,red,red,blue,3,0,0,1,1,7,1,1,2,0
10875,red,1780,blue,red,red,red,red,red,4,0,0,0,0,11,3,2,3,1
10876,red,2034,red,red,red,nobody,blue,blue,3,0,0,1,1,10,2,0,2,0
10877,red,1960,red,red,red,red,red,nobody,2,0,0,0,0,10,2,1,2,0
10878,blue,1572,red,blue,blue,nobody,blue,blue,11,3,0,3,1,1,0,0,0,0
10879,red,2706,blue,blue,red,blue,red,nobody,6,0,1,1,0,9,3,1,3,0
10880,blue,2702,blue,red,red,red,blue,red,9,1,0,2,0,6,1,1,2,1
10881,blue,1811,blue,blue,blue,nobody,red,red,10,2,0,0,0,0,0,0,2,1
10882,red,1971,blue,blue,red,blue,blue,blue,6,0,1,1,1,11,3,0,2,0
10883,blue,1732,blue,red,blue,blue,blue,nobody,8,1,1,2,0,2,0,0,1,0
10884,blue,1651,blue,blue,blue,blue,blue,nobody,11,3,1,3,0,0,0,0,0,0
10885,blue,1649,red,blue,nobody,red,red,nobody,5,0,0,2,0,2,0,1,1,0
10886,red,2296,red,red,red,red,red,blue,5,0,0,0,1,9,1,2,5,0
10887,red,2392,red,blue,red,red,red,red,8,0,0,1,0,9,1,1,3,1
10888,blue,2011,red,blue,blue,blue,red,nobody,7,1,1,2,0,5,0,0,1,0
10889,blue,1627,blue,blue,blue,blue,red,blue,10,2,1,2,1,1,0,0,1,0
10890,blue,1310,blue,blue,nobody,nobody,blue,blue,5,0,0,2,1,1,0,0,0,0
10891,red,1323,red,red,nobody,nobody,red,nobody,0,0,0,1,0,6,0,0,1,0
10892,blue,1546,red,blue,blue,blue,blue,blue,10,3,1,2,1,0,0,0,0,0
10893,red,2404,red,blue,red,red,blue,nobody,5,1,2,1,0,11,4,1,3,0
10894,blue,1811,blue,blue,nobody,red,red,nobody,6,0,0,0,0,2,0,1,2,0
10895,red,1968,red,red,red,red,red,red,3,0,0,0,0,10,2,1,3,1
10896,blue,2378,red,red,red,blue,red,red,10,2,1,3,0,5,2,0,2,1
10897,blue,2028,red,red,blue,blue,blue,red,11,4,2,2,0,5,0,0,2,1
10898,red,1487,red,red,red,nobody,red,red,0,0,0,0,0,11,2,0,3,1
10899,blue,1904,blue,blue,blue,blue,red,nobody,10,2,1,1,0,2,0,0,2,0
10900,red,2636,red,blue,red,red,red,red,5,1,1,4,0,10,2,1,1,1
10901,red,2122,red,red,red,red,red,blue,2,0,0,1,1,10,2,1,3,0
10902,red,207,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
10903,red,1896,blue,red,red,red,red,red,2,0,0,0,0,6,1,1,3,1
10904,red,2789,red,blue,blue,red,red,red,9,5,0,2,0,11,2,1,3,1
10905,red,1735,blue,blue,red,red,red,nobody,2,0,0,0,0,7,2,1,3,0
10906,blue,2042,blue,red,blue,blue,blue,red,10,1,1,3,0,4,0,0,1,1
10907,red,1827,blue,blue,red,red,blue,blue,5,0,0,3,1,8,1,1,1,0
10908,red,1801,red,red,red,nobody,red,nobody,1,0,0,0,0,11,3,0,2,0
10909,red,1340,red,red,nobody,nobody,red,nobody,0,0,0,0,0,5,0,0,2,0
10910,blue,1813,red,red,blue,blue,red,red,9,2,1,1,0,5,0,0,3,1
10911,red,2367,blue,red,red,red,red,red,5,1,1,1,0,10,3,1,4,1
10912,blue,1201,blue,blue,nobody,nobody,blue,nobody,3,0,0,2,0,0,0,0,0,0
10913,red,1856,red,red,red,red,red,blue,3,0,0,0,1,8,2,1,2,0
10914,blue,2039,blue,blue,blue,nobody,blue,nobody,6,1,0,3,0,6,0,0,0,0
10915,blue,1160,blue,blue,blue,nobody,blue,nobody,11,3,0,1,0,0,0,0,0,0
10916,blue,1685,blue,blue,blue,blue,blue,blue,9,2,1,2,1,1,0,0,0,0
10917,red,1698,blue,red,red,red,blue,nobody,0,0,0,1,0,6,1,1,1,0
10918,red,1790,blue,blue,red,red,red,blue,3,0,0,0,1,10,2,1,2,0
10919,blue,2139,red,red,blue,blue,blue,nobody,11,3,1,2,0,4,0,0,1,0
10920,red,1048,red,red,nobody,nobody,red,nobody,0,0,0,0,0,7,0,0,1,0
10921,blue,2527,red,red,red,red,red,blue,11,3,2,3,1,9,3,1,2,0
10922,red,2644,red,blue,blue,red,blue,blue,10,5,0,1,1,8,1,2,3,0
10923,red,1015,red,red,red,nobody,red,nobody,0,0,0,0,0,10,2,0,1,0
10924,red,3111,red,red,red,red,red,nobody,4,1,1,0,0,11,9,2,5,0
10925,blue,1776,blue,red,blue,nobody,red,blue,9,3,0,0,1,2,0,0,3,0
10926,blue,1336,blue,blue,blue,nobody,blue,blue,7,1,0,2,1,1,0,0,0,0
10927,red,1554,red,blue,red,nobody,red,nobody,2,0,0,0,0,7,1,0,2,0
10928,blue,1340,red,blue,blue,nobody,blue,nobody,9,1,0,2,0,0,0,0,0,0
10929,red,1636,blue,red,red,nobody,blue,blue,2,0,0,1,1,9,2,0,0,0
10930,red,2542,red,red,blue,red,red,blue,7,1,0,1,1,9,1,2,3,0
10931,blue,1702,blue,red,blue,nobody,blue,nobody,6,1,0,3,0,3,0,0,0,0
10932,blue,1294,blue,blue,blue,nobody,blue,blue,10,2,0,1,1,0,0,0,0,0
10933,red,1531,red,red,red,red,red,red,0,0,0,0,0,7,1,1,3,1
10934,blue,2568,red,red,blue,red,blue,red,5,1,0,2,0,6,0,2,2,1
10935,red,2448,blue,blue,red,red,red,nobody,3,0,0,1,0,10,3,2,3,0
10936,blue,3233,red,red,red,blue,red,red,10,2,2,4,0,6,1,0,1,1
10937,blue,2000,blue,red,blue,blue,red,red,8,2,1,3,0,7,1,1,1,1
10938,red,1897,red,red,red,red,red,red,1,0,0,0,0,8,1,1,3,1
10939,blue,2005,blue,blue,blue,blue,blue,blue,9,3,1,3,1,2,0,0,0,0
10940,red,1370,red,red,red,red,red,red,1,0,0,0,0,9,1,1,2,1
10941,blue,1781,red,blue,blue,blue,red,red,11,2,1,2,0,2,0,0,1,1
10942,red,1471,blue,red,red,red,red,red,0,0,0,0,0,11,3,1,2,1
10943,blue,2087,red,red,red,red,red,red,7,1,1,0,0,9,1,1,3,1
10944,red,1656,red,red,red,red,blue,nobody,1,0,0,1,0,9,2,1,1,0
10945,blue,1744,blue,blue,blue,red,red,blue,11,3,0,2,1,1,0,1,1,0
10946,red,1454,blue,red,red,blue,red,red,1,0,1,0,0,9,2,0,2,1
10947,red,1574,red,red,red,red,blue,red,1,0,0,1,0,8,1,1,0,1
10948,blue,2547,blue,blue,red,nobody,blue,nobody,10,3,0,3,0,7,1,0,0,0
10949,red,1668,blue,blue,red,red,red,nobody,4,0,0,0,0,10,2,1,2,0
10950,blue,987,blue,blue,nobody,nobody,blue,blue,4,0,0,1,1,0,0,0,0,0
10951,blue,1178,blue,blue,blue,nobody,blue,blue,6,1,0,2,1,0,0,0,0,0
10952,blue,949,blue,blue,nobody,nobody,blue,nobody,4,0,0,1,0,0,0,0,0,0
10953,blue,2152,red,red,blue,nobody,red,nobody,10,3,0,2,0,1,0,0,1,0
10954,red,3328,blue,red,blue,blue,red,nobody,8,1,1,3,0,11,2,0,1,0
10955,red,2051,red,red,red,red,red,nobody,2,0,0,1,0,9,2,1,2,0
10956,blue,2103,red,red,blue,blue,blue,nobody,11,3,1,3,0,3,0,0,1,0
10957,red,2690,red,blue,red,blue,red,nobody,6,0,1,0,0,9,1,1,3,0
10958,red,2529,blue,blue,red,red,red,blue,4,0,0,0,1,10,2,3,5,0
10959,blue,1675,red,blue,blue,nobody,blue,nobody,9,2,0,1,0,3,0,0,1,0
10960,red,206,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
10961,red,1316,red,red,red,nobody,blue,red,1,0,0,1,0,5,1,0,1,1
10962,blue,1725,blue,blue,blue,blue,blue,blue,8,1,1,2,1,4,0,0,1,0
10963,blue,2297,blue,red,blue,blue,blue,nobody,10,2,1,4,0,2,0,0,0,0
10964,red,2414,red,red,blue,red,blue,red,5,1,0,4,0,9,1,1,1,1
10965,red,2239,blue,red,red,red,red,red,3,0,0,1,0,9,3,1,2,1
10966,red,2400,red,blue,red,red,red,red,6,0,0,0,0,10,3,2,5,1
10967,blue,2312,red,blue,blue,red,blue,nobody,7,2,1,2,0,3,0,1,2,0
10968,red,1656,blue,blue,red,red,blue,red,5,0,0,1,0,7,1,1,0,1
10969,blue,1507,red,red,nobody,nobody,blue,blue,2,0,0,2,1,2,0,0,1,0
10970,blue,1672,red,blue,blue,nobody,blue,blue,9,1,0,3,1,2,0,0,0,0
10971,red,1304,red,red,red,nobody,red,nobody,0,0,0,0,0,11,3,0,2,0
10972,red,2078,blue,red,red,red,red,red,0,0,0,0,0,10,1,1,3,1
10973,blue,1790,blue,blue,blue,blue,blue,blue,8,1,1,2,1,0,0,0,0,0
10974,blue,1809,blue,blue,blue,blue,blue,blue,10,2,1,1,1,3,0,0,0,0
10975,blue,1898,blue,red,blue,blue,blue,red,9,2,1,3,0,3,0,0,0,1
10976,blue,1229,blue,blue,blue,nobody,blue,nobody,8,1,0,2,0,1,0,0,0,0
10977,red,1688,red,blue,red,red,blue,blue,6,0,0,2,1,9,2,1,0,0
10978,red,2229,blue,blue,red,red,red,nobody,5,0,0,2,0,8,1,1,2,0
10979,blue,1679,red,blue,nobody,nobody,blue,nobody,6,0,0,2,0,0,0,0,0,0
